id#;name;era;frq;mask;lvl;type;F;A;W;E;S;D;N;B;gold;res;sup;unr;exp;lab;fort;scale1;scale2;rit;ritrng;runit1;;runit2;;runit3;;runit4;;runit5;;sumpath;sum1;sum1name;#sum1;sum2;sum2name;#sum2;sum3;sum3name;#sum3;conj;alter;evo;const;ench;thau;blood;heal;disease;curse;horror;holyfire;holypow;scry;adventure;plains;forest;mount;waste;farm;sea;coast;swamp;deepsea;cave;unique;other
131;Sri Pada;1;5;0;0;Air;;1;;;;3;;;;;;;;;;;;;;1739;Rakshashi;1738;Raksharaja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;Lanka;1;5;0;0;Blood;;;;;;;2;;;;;;;;;;;;;1745;Asara;1746;Anusara;1747;Palankasha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;Tir na n'Og;1;5;0;0;Air;;3;;;;;;;;;;;;;;;;;;1753;Tuatha Warrior;1754;Ri;1773;Tuatha Sorceress;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;Mag Mor;1;5;0;0;Nature;;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;Mound of Ancient Kings;2;5;0;0;Nature;;3;;;;;2;;;;;;;;;;;;;849;Daoine Sidhe;856;Tuatha;1774;Bean Sidhe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;Isle of Balor;1;5;0;0;Water;;2;1;;;;;;;;;;;;;;;;;;Unmarked;;Fomorian Giant;;Fomorian King;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;Rath Chimbalth;1;5;0;0;Air;;1;;;;2;;;;;;;;;;;;;;;Nemedian Warrior;;Nemedian Champion;;Nemedian Sorceress;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;The Imperial Capital;3;5;0;0;Holy;;;;;;;;;;;;;;;;;;;;;Comitatense;;Palatine;;Tribuni;;Serpent Cataphract;;Serpent Lord;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;Temple of the Spheres;3;5;0;0;Astral;;;;;1;;;;;;;;;;;;;;;1874;Theurg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;Grand Cathedral;3;5;0;0;Holy;;;;;1;;;;;;;;;;;;;;;1961;Eparch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;Hall of Elders;3;5;0;0;Astral;1;1;;;1;;;;;;;;;;;;;;;1937;Starets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;Palace of the Sage King;3;5;0;0;Holy;;;;;;;;;;;;;;;;;;;;2001;Seren;2000;Gibbor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;Temple of the Sage King;3;5;0;0;Holy;1;;;1;2;;;;;;;;;;;;;;;1987;Kohen Gadol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;The Twin Cities;2;5;0;0;Holy;;;;;;1;;;;;;;;;;;;;;2011;Zamzummite;2027;Adon;2028;Talmai Elder;2025;Sheshai Anakite;2026;Ahiman Anakite;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;Mount Seir;2;5;0;0;Earth;1;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;Gomorrah;1;5;0;0;Earth;;;;;;;;2;;;;;;;;;;;;;Melqart;;Ba'al;;Rephaite Warrior;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;Mount Hermon;1;5;0;0;Earth;2;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;Campus Sceleris;2;5;0;0;Death;;;;;;1;;;;;;;;;;;;;;809;Shadow Vestal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;The House of Water;1;5;0;0;Water;;;2;;;;1;;;;;;;;;;;;;;Enki's Chosen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;The First City;1;5;0;0;Holy;;;;;;;;;;;;;;;;;;;;;Entu;;Ensi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;The Swamps of Ur;1;5;0;0;Nature;;;;;;;3;;;;;;;;;;;;;;Sirrush;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;Temple of Storms and Flames;1;5;0;0;Blood;2;3;;;;;;2;;;;;;;;;;;;;Bride of the Gods;;Colossi Warrior;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;Forest of Spider;1;5;0;0;Nature;;;;;;1;2;;;;;;;;;;;;;;Spider Clan Sorcerer;;Spider Clan Archer;;Spider Clan Warrior;;Spider Rider;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;Great Mababwe;1;5;0;0;Holy;1;;;2;;;;;;;;;;;;;;;;;Lion Queen;;Lion King;;Lion Warrior;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;Novgård;2;5;0;0;Air;1;2;;;;;;;;;;;;;;;;;;;Oathbound;;Vanabog;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;Pine of Skulls;2;5;0;0;Nature;;;;;;1;1;;;;;;;;;;;;;;Chud Skinshifter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;Campus Sceleris;3;5;0;0;Holy;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;Campus Sceleris;3;5;0;0;Holy;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;Campus Sceleris;3;5;0;0;Holy;;;;;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;Palace of Pearls;2;5;0;0;Water;;;4;;;;1;;;;;;;;;;;;;;Triton Prince;;Triton King;;Knight of the Deeps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;Palace of Pearls;3;5;0;0;Water;;;3;;;;1;;;;;;;;;;;;;;Pearl King;;Pearl Guard;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;The Grove of Aphros;2;5;0;0;Nature;;;3;;;;2;;;;;;;;;;;;;;Aphroi Lord;;Aphroi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;The Grove of Aphros;3;5;0;0;Nature;;;2;;;;2;;;;;;;;;;;;;;Aphroi Lord;;Aphroi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;City of Unfulfilled Dreams;3;5;0;0;Astral;;;1;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;The Chamber of the Broken Seal;;5;0;0;Death;;;;;;5;;;;;;;;;;Death;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;The Chamber of the Broken Seal;2;5;0;0;Death;;;;;;1;;;;;;;;;;;;;;;Shard Guard;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;The Womb of the Earth;1;5;0;0;Earth;;;1;;;;;;;;;;;;;;;;;2493;Olm Sage;2492;Great Olm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;The Empty Slot;;6;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;Tar Pits;;0;219;1;Fire;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;;Yes;Yes;;Yes;Yes;;;;
211;Sun Ridge;;0;223;1;Fire;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
212;Gold Apple Tree;;1;223;2;Fire;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
213;Bronze Pillar;;0;735;3;Fire;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
214;Plain of Perpetual Drought;;0;8;0;Fire;1;;;;;;;;;;;;;;;Heat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;
215;Magus Temple;;1;223;1;Fire;1;;;;1;;;;;;;;;lab;;;;;;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
216;Alchemists Guild;;1;223;1;Fire;1;;;1;;;;;;;;;;;;;;;;551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
217;Smoke Forest;;1;2;1;Fire;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;;
218;Rage Wind Heath;;1;9;1;Fire;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;Yes;;;;;;;;
219;Bog of Strange Lights;;1;134;1;Fire;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;;;;;Yes;;;;
220;Copper Cliff;;1;255;1;Fire;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;;;;
221;Stargazers Cliff;;1;223;1;Fire;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
222;Desert of Bones;;0;8;1;Fire;1;;;;;1;;;;;;;;;;Heat;;;;2245;Sorcerer of the Sands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;
223;Lantern Forest;;1;2;1;Fire;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;;
224;Orichalum Mine;;1;516;2;Fire;;;;;;;;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;Yes;;
225;Volcano;;2;223;0;Fire;3;;;;;;;;;;;;;;;Heat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
226;Solar Lens;;2;223;1;Fire;1;;;;;;;;;;;;;;;;;F;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
227;Solar Circle;;2;223;2;Fire;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20%;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
228;Tower of the Golden Order;;2;223;1;Fire;3;;;;2;;;;;;;;;lab;;;;;;101;Adept of the Golden Order;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
229;Tower of the Golden Order;;2;223;1;Fire;2;;;;3;;;;;;;;;lab;;;;;;101;Adept of the Golden Order;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
230;Tower of the Golden Order;;2;223;1;Fire;2;;;;2;;;;;;;;;lab;;;;;;101;Adept of the Golden Order;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
231;Academy of High Magics;;2;223;1;Fire;1;;;;1;;;;;;;;;lab;;;;;;312;Wizard;302;Wizard;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
232;Ashen Fields;;2;9;1;Fire;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20%;;;;;;;;;;;;;;;Yes;;;Yes;;;;;;;;
233;Fountain of Fire;;2;735;1;Fire;3;;;;;;;;;;;;;;;Heat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
234;The Steel Ovens;;1;17119;0;Fire;;;;;;;;;;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20%;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;Yes;
235;High Temple of the Magii;;1;16607;1;Fire;2;;;;2;;;;;;;;;lab;;;;;;480;Magus;481;High Magus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
236;The Citadel of Pyriphlegeton;;1;17119;2;Fire;4;;;;;;;;;;;;;;;;;;;98;Pyromancer;99;Adept of Pyriphlegeton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;Yes;
237;The Glowing Hill;;1;16607;2;Fire;;;;;;;;;;;;;;;;;;;;849;Daoine Sidhe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
238;The Fire Prison;;1;17119;2;Fire;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20%;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;Yes;
239;The Temple of the Raging God;;1;16607;2;Fire;2;;;;;;;;;;;;;;;Turmoil;;;;389;Fire Lord;98;Pyromancer;241;High Priest;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
240;The Brass Door Hill;;1;16607;3;Fire;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
241;Prison of the Desert Sun;;2;16392;4;Fire;5;;;;;;;;;;;;;;;Heat;Heat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;Yes;
242;Fountain of Rubies;;2;735;2;Fire;3;;;;;;;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
243;Dragon Forest;;2;16386;2;Fire;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;Yes;
244;Enchanted Pyre;;0;223;1;Fire;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
245;Rageflame Tower;;1;223;1;Fire;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
246;Steam Swamp;;1;128;2;Fire;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;
247;Smoke Gorge;;1;8;2;Fire;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;
248;Magma Pit;;1;516;2;Fire;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;Yes;;
249;Starfire Crystals;;1;4;2;Fire;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;
250;Ash Valley;;1;8;2;Fire;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;
251;Flame Forest;;1;2;2;Fire;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;;
252;City of Ashes;;2;16392;2;Fire;1;;;;;1;;;;;;;;;;;;;;2245;Sorcerer of the Sands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;Yes;
253;Temple of the Solar Bull;;2;223;2;Fire;2;;;;;;;;;;;;;;;;;;;1873;Heliodromus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
254;Thunder Oak;;0;223;1;Air;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
255;Canyon of Wild Winds;;0;95;1;Air;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;;;;;
256;Blasted Heath;;1;223;2;Air;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
257;Cave of Clouds;;0;524;3;Air;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;;;;;;Yes;;
258;Mist Covered Highlands;;0;4;0;Air;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;
259;Desert of Sighs;;0;8;1;Air;;1;;;;1;;;;;;;;;;;;;;2245;Sorcerer of the Sands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;
260;Cypress Forest;;0;2;1;Air;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;;
261;Howling Gorge;;1;223;1;Air;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
262;Canyon of Playful Winds;;1;95;1;Air;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;;;;;
263;Cracked Tower;;1;223;1;Air;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
264;Elusive Lights;;1;735;1;Air;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
265;Ice Mists;;1;223;1;Air;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
266;Singing Stones;;1;735;1;Air;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
267;Cloud Pillars;;1;223;1;Air;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
268;Mirrorlake;;1;223;2;Air;;1;2;;;;;;;;;;;;;;;;;341;lllusionist;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
