id#;unitname;wpn1;wpn2;wpn3;wpn4;wpn5;wpn6;wpn7;helm;armor;shield;misc;rt;lim;basecost;gmon;gcom;rsrc;sz;resz;hp;prot;mr;mor;str;att;def;prec;enc;map;ap;adx;cav;inv;ldr-n;ldr-u;ldr-m;agestrt;ageold;hand;head;body;foot;misc;path;dom;inn;F;A;W;E;S;D;N;B;H;rand1;nbr1;link1;mask1;rand2;nbr2;link2;mask2;rand3;nbr3;link3;mask3;rand4;nbr4;link4;mask4;holy;inq;mind;lifeless;undead;demon;mgcbng;stone;animal;cldbld;female;forest;mount;waste;swamp;cave;aqua;amphi;pamph;float;fly;strmfly;telep;immob;noriver;sailsz;sailmaxsz;stealth;glam;spy;assassin;patience;seduce;succubus;corrupt;rec;imm;reinc;noheal;noeat;homesick;undisc;ffight;slave;std;i-ldr;taskm;beastm;bodyg;waterbr;iceprot;invul;slash;blunt;pierce;resshck;resfire;rescold;respois;voidsan;dv;blind;aawe;awe;halt;fear;brsrk;chill;heat;fshld;bfshld;dmgrev;pcloud;plague;slime;mindslime;disbel;reform;regen;reanim;barbs;petrify;eyeloss;eth;ethtrue;deathcu;trmpl;swal;pwstrm;pwfire;pwcold;pwdark;pwchaos;pwmagic;winter;spring;summer;fall;forge;fixforge;smith;reso;heal;dishe;alch;fortune;event;insane;soulsh;reaper;tax;gem;gemgen;chaosrec;pllg;ptrl;cdef;siege;def-org;sup;unrest;popkill;research;drainres;i-resch;bloodsearch;sacr;ivylord;xbreed;pearl;pathboost;ritualrange;voidsum;her;eleg;shapechange;1shape;2shape;tmp2shape;landshape;seashape;forestshape;normalshape;unique;uniquename;special;nametype;type;class;from;sum;#sum;autosum;#autosum;batsum;#batsum;domsum;#domsum
667;Praetorian Guard;8;;;;;;;126;14;4;;1;;10020;20;50;1;2;2;13;0;10;14;12;13;13;10;3;2;12;0;0;0;40;0;0;55;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;3;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;Possible Afflictions;;u;Unit;Recruitment;;;;;;;;
668;Standard;6;21;;;;;;126;99;4;;1;;10020;20;50;1;2;2;10;0;10;10;10;10;10;10;3;2;12;0;0;0;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;1;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
669;Thaumaturg;9;;;;;;;;;;;1;;10010;13;110;1;2;2;9;0;15;13;10;11;10;10;3;2;10;0;0;0;10;30;0;44;50;2;1;1;1;2;;;;;;;;1;1;;;2;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Mage;Recruitment;;;;;;;;
670;Grand Thaumaturg;7;;;;;;;;;;;2;;10010;13;300;1;2;2;8;0;17;14;10;12;12;12;3;1;10;0;0;0;10;45;0;55;50;2;1;1;1;2;;;;;;;;2;2;;;3;100;1;1;6912;10;1;1;6912;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Mage;Recruitment;;;;;;;;
671;Centurion;6;;;;;;;126;9;;;1;;10010;10;40;1;2;2;12;0;10;12;10;11;11;10;3;2;12;0;0;0;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Commander;Recruitment;;;;;;;;
672;Spectral Velite;280;279;;;;;;;;156;;1;;0;0;0;1;2;2;10;0;13;16;10;10;10;10;0;3;12;0;0;0;10;10;0;370;1000;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;15;25;;;0;;;;;;;;;;;;;;;;;;;0;0;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Freespawn;;;;;;;;
673;Spectral Hastatus;280;279;;;;;;;;156;;1;;0;0;0;1;2;2;10;0;13;16;10;10;10;10;0;3;12;0;0;0;10;10;0;370;1000;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;15;25;;;0;;;;;;;;;;;;;;;;;;;0;0;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Freespawn;;;;;;;;
674;Dispossessed Spirit;282;;;;;;;;;;;1;;0;0;0;1;1;1;1;0;11;30;1;8;8;10;0;2;12;0;0;0;10;10;0;370;1000;2;1;1;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;0;0;;;;0;;40;0;0;0;;0;0;0;0;0;;0;1;;1;;;;;;;;;;;;;;;;15;25;;;0;;;;;;;;;;;;;;;;;;;0;0;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Freespawn;;;;;;;;
675;Shadow Soldier;283;;;;;;;;;;;1;;0;0;0;1;2;2;5;0;12;13;5;9;14;10;0;3;12;0;0;0;10;10;0;370;1000;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;0;0;;;;0;;40;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;15;25;;;0;;;;;;;;;;;;;;;;;;;0;0;0;1;0;;0;;;;;2;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Freespawn;;;;;;;;
676;Shade;284;;;;;;;;;;;1;;0;0;0;1;2;2;10;0;13;15;10;10;12;10;0;3;12;0;0;0;10;10;0;370;1000;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;1;0;1;0;0;;;;0;;40;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;15;25;;;0;;;;;;;;;;;;;;;;;;;0;0;0;1;0;;0;;;;;3;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Summon;;;;;;;;
677;Apparition;286;;;;;;;;;;;1;;0;0;0;1;2;2;15;0;14;17;13;10;10;10;0;3;12;0;0;0;10;10;0;370;1000;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;0;0;;;;0;;40;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;15;25;;;0;;;;5;;;;;;;;5;;;;;;;0;0;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Freespawn;;;;;;;;
678;Lemur Centurion;6;;;;;;;126;99;;;1;;0;0;0;1;2;2;25;8;16;30;13;14;14;10;0;3;12;0;0;0;80;120;0;381;1000;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;1;;0;0;;;;0;;;0;0;0;;0;0;0;0;1;;0;1;;;;;;;;;;;;;;;;;;25;25;;;0;;;;5;;3;;;;;;;;;;;;;0;0;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Commander;Summon;;;;;;;;
679;Lemur Consul;6;;;;;;;126;99;;;1;;0;0;0;1;2;2;33;8;17;30;15;16;16;10;0;3;12;0;0;0;80;160;0;690;1000;2;1;1;1;2;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;1;;0;0;;;;0;;;0;0;0;;0;0;0;0;1;;0;1;;;;;;;;;;;;;;;;;;25;25;;;0;;;;5;;3;;;;;;;;;;;;;0;0;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Priest;Summon;;;;;;;;
680;Lemur Senator;284;;;;;;;;;;;1;;0;0;0;1;2;2;28;8;17;30;14;15;15;10;0;3;12;0;0;0;80;120;0;587;1000;2;1;1;1;2;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;1;;0;0;;;;0;;;0;0;0;;0;0;0;0;1;;0;1;;;;;;;;;;;;;;;;;;25;25;;;0;;;;5;;3;;;;;;;;;;;;;0;0;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Priest;Summon;;;;;;;;
681;Shadow Tribune;283;;;;;;;;;;;1;;0;0;0;1;2;2;6;0;15;30;6;10;15;10;0;3;12;0;0;0;80;80;0;484;1000;2;1;1;1;2;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;0;0;;;;0;;40;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;15;25;;;0;;;;;;;;;;;;;;;;;;;0;0;0;1;0;;0;;;;;2;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Priest;Summon;;;;;;;;
682;Spectral Standard;281;279;;;;;;;;156;;1;;0;0;0;1;2;2;10;0;13;16;10;10;10;10;0;3;12;0;0;0;10;10;0;370;1000;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;0;0;1;1;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;15;25;;;0;;;;5;;;;;;;;;;;;;;;0;0;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Freespawn;;;;;;;;
683;Centurion;6;;;;;;;126;9;;;1;;10010;10;40;1;2;2;12;0;10;12;10;11;11;10;3;2;12;0;0;0;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Commander;Recruitment;;;;;;;;
684;Velite;1;21;;;;;;126;5;4;;1;;10010;10;40;1;2;2;10;0;10;10;10;10;10;10;3;2;12;0;0;0;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
685;Alae Legionnaire;1;21;;;;;;126;99;4;;1;;10010;10;40;1;2;2;10;0;10;10;10;10;10;10;3;2;12;0;0;0;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
686;Hastatus;6;21;;;;;;126;99;4;;1;;10012;12;40;1;2;2;10;0;10;11;10;10;10;10;3;2;12;0;0;0;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
687;Principe;6;21;;;;;;126;99;4;;1;;10015;15;45;1;2;2;11;0;10;12;10;11;11;11;3;2;12;0;0;0;40;0;0;38;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
688;Triarius;28;;;;;;;126;14;4;;1;;10017;17;45;1;2;2;11;0;10;13;10;12;12;11;3;1;12;0;0;0;40;0;0;55;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;1;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
689;Standard;6;21;;;;;;126;99;4;;1;;10020;20;50;1;2;2;10;0;10;10;10;10;10;10;3;2;12;0;0;0;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;1;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
690;Grave Consort;29;;;;;;;;;;;1;;0;0;0;1;2;2;35;10;17;30;16;11;7;8;0;3;8;0;0;0;0;0;0;255;500;2;1;1;1;2;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;15;25;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Priest;Summon;;;;;;;;
691;Tomb Priest;29;;;;;;;;;;;1;;0;0;0;1;2;2;40;11;18;30;16;11;7;8;0;3;8;0;0;0;10;120;0;324;500;2;1;1;1;2;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;15;25;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Priest;Summon;;;;;;;;
692;Tomb King;89;;;;;;;;;;;1;;0;0;0;1;2;2;50;11;18;30;18;14;12;8;0;3;8;0;0;0;80;160;0;403;500;2;1;1;1;2;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;15;25;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Priest;Summon;;;;;;;;
693;Tomb Wyrm;20;;;;;;;;;;;1;;0;0;0;1;3;3;39;10;16;30;16;15;6;8;0;2;7;0;0;0;0;0;0;187;500;0;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;15;25;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Summon;;;;;;;;
694;Great Bear;29;;;;;;;;;;;1;;0;0;0;1;4;4;48;7;5;13;19;9;7;5;3;3;14;0;0;0;40;0;0;14;28;0;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Summon;;;;;;;;
695;Phantasmal Beast;67;67;67;67;;;;;;;;1;;0;0;0;1;5;5;1;0;10;50;18;13;10;10;0;3;16;0;0;0;40;0;0;737;2000;0;1;0;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;;0;1;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;;25;;;1;;;;;;;;;;;;;;;;;;;0;0;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Battle Summon;;;;;;;;
696;Phantasmal Knight;67;67;;;;;;;;;;1;;0;0;0;1;3;3;1;0;10;50;11;11;11;11;0;3;20;0;1;0;40;0;0;444;1200;2;1;1;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;;0;1;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;;25;;;1;;;;;;;;;;;;;;;;;;;0;0;0;1;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Battle Summon;;;;;;;;
697;Satyr Hoplite;1;;;;;;;123;9;2;;1;;10014;14;40;1;2;2;14;1;12;10;11;11;13;10;3;2;14;0;0;0;40;0;0;37;90;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;1;0;;0;0;;;1;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
698;Centaur Cataphract;357;55;;;;;;123;58;2;;1;;10035;35;65;1;3;2;20;3;12;11;13;11;14;12;3;2;24;0;0;0;40;0;0;37;90;2;1;1;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;1;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
699;Cataphract Commander;357;55;;;;;;123;58;2;;1;;10025;25;85;1;3;2;21;3;12;12;13;11;15;12;3;2;24;0;0;0;40;0;0;37;90;2;1;1;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;1;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Commander;Recruitment;;;;;;;;
700;Minotaur Soldier;18;;;;;;;20;9;;;1;;10040;40;70;1;3;3;23;4;10;14;16;9;9;8;3;2;15;0;0;0;40;0;0;37;90;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;1;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;1;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
701;Minotaur Commander;18;;;;;;;20;14;;;1;;10040;40;70;1;3;3;25;4;10;16;17;11;10;9;3;2;15;0;0;0;40;0;0;37;90;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;1;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;1;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Commander;Recruitment;;;;;;;;
702;Grove Guard;18;;;;;;;20;14;;;1;;10050;50;80;1;3;3;25;4;11;15;17;10;10;8;3;1;15;0;0;0;40;0;0;37;90;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;1;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;3;;;;;;;;;;;;;;0;0;0;0;0;;1;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
703;Keeper of Traditions;18;;;;;;;20;14;;;1;;10050;65;140;1;3;3;27;4;12;15;17;11;10;8;3;2;15;0;0;0;80;0;0;47;90;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;1;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;3;;;;;;;;;;;;;;0;0;0;0;0;;1;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Commander;Recruitment;;;;;;;;
704;Dryad Hoplite;1;;;;;;;135;100;2;;1;;10035;45;80;1;2;2;13;1;13;10;10;12;14;10;3;2;15;0;0;0;40;0;0;37;90;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;1;0;;0;0;;;1;;;;;;;;;;;;;;;;;;;0;;2;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
705;Dryad;55;;;;;;;;;;;1;;9995;30;130;1;2;2;11;0;16;10;10;10;12;10;3;3;15;0;0;0;40;0;0;57;90;2;1;1;1;2;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;0;0;0;;0;0;;;;0;;60;0;0;0;;1;0;0;1;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;3;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Mage;Recruitment;;;;;;;;
706;Pan;7;;;;;;;;;;;2;;10040;35;255;1;3;3;27;4;17;16;16;9;9;9;3;2;15;0;0;0;80;0;0;188;150;2;1;1;1;2;;;;;;;2;;;3;;;10;1;1;29696;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;40;0;0;0;;0;0;0;1;0;;0;0;;;;;;;;1;;;;;;;;;;;;;;0;1;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Mage;Recruitment;;;;;;;;
