id	name	school	researchlevel	path1	pathlevel1	path2	pathlevel2	effect_record_id	effects_count	precision	fatiguecost	gemcost	next_spell	damage	end
359	Summon Lilot	0	5	6	4	-1	0	359	1	0	0	15	0	2071	
360	Summon Kusarikkus	0	4	3	1	-1	0	360	2	0	0	4	0	3068	
361	Summon Ugallu	0	5	1	3	-1	0	361	1	0	0	24	0	3095	
362	Call Anzus	0	7	2	2	3	2	362	2	0	0	4	0	3064	
363	Call Apkallu	0	8	4	5	-1	0	363	1	0	0	60	0	2966	
364	Call Ephor	0	0	5	1	-1	0	364	1	0	0	7	0	2845	
365	Call Spectral Philosopher	0	0	5	1	-1	0	365	1	0	0	11	0	2846	
366	Summon Telkhine	0	8	2	5	1	2	366	1	0	0	69	0	2874	
367	Summon Hekateride	0	5	6	3	2	1	367	1	0	0	30	0	2834	
368	Summon Daktyl	0	6	3	3	1	1	368	1	0	0	30	0	2836	
369	Procession of the Underworld	0	5	5	3	-1	0	369	15	0	0	13	0	3210	
370	Summon Monster Fish	0	6	2	3	-1	0	370	1	0	0	6	0	1664	
371	Send Tupilak	4	5	5	3	2	1	371	1	0	0	5	0	1624	
372	Unholy Command	7	0	9	1	-1	0	372	1	0	0	0	0	999	
373	Unholy Protection	7	0	9	1	-1	0	373	1	100	0	0	0	67108864	
374	Unholy Blessing	7	0	9	1	-1	0	374	1	100	0	0	0	1	
375	Unholy Power	7	0	9	1	-1	0	375	1	100	0	0	0	33554432	
376	Unholy Protection	7	0	9	2	-1	0	376	1	100	0	0	0	67108864	
377	Unholy Blessing	7	0	9	2	-1	0	377	1	100	0	0	0	1	
378	Apostasy	7	0	9	3	-1	0	378	1	100	0	0	0	999	
379	Unholy Power	7	0	9	3	-1	0	379	1	100	0	0	0	33554432	
380	Unholy Blessing	7	0	9	3	-1	0	380	1	100	0	0	0	1	
381	Protection of the Sepulchre	7	0	9	3	-1	0	381	1	100	0	0	0	67108864	
382	Power of the Sepulchre	7	0	9	4	-1	0	382	1	0	0	0	0	33554432	
383	Revive Lictor	0	0	5	2	-1	0	383	1	0	0	3	0	259	
384	Revive Censor	0	0	5	2	-1	0	384	1	0	0	4	0	260	
385	Revive Acolyte	0	0	5	2	-1	0	385	1	0	0	10	0	256	
386	Revive Bishop	0	0	5	2	-1	0	386	1	0	0	16	0	257	
387	Revive Arch Bishop	0	0	5	3	-1	0	387	1	0	0	23	0	258	
388	Revive Spectator	0	0	5	2	-1	0	388	1	0	0	12	0	254	
389	Revive Dusk Elder	0	0	5	3	-1	0	389	1	0	0	20	0	253	
390	Revive Wailing Lady	0	2	5	2	-1	0	390	1	0	0	8	0	255	
391	Lictorian Guard	0	3	5	2	-1	0	391	5	0	0	10	0	259	
392	Lamentation	0	5	5	3	-1	0	392	5	0	0	25	0	255	
393	Great Lamentation	0	7	5	5	-1	0	393	14	0	0	33	0	255	
394	Lictorian Legion	0	8	5	4	-1	0	394	25	0	0	35	0	259	
395	Ermorian Legion	4	6	5	4	-1	0	395	50	0	0	15	0	187	
396	Revive Shadow Tribune	0	0	5	1	-1	0	396	1	0	0	8	0	681	
397	Revive Lemur Centurion	0	0	5	1	-1	0	397	1	0	0	5	0	678	
398	Revive Lemur Senator	0	0	5	2	-1	0	398	1	0	0	15	0	680	
399	Revive Lemur Consul	0	0	5	3	-1	0	399	1	0	0	25	0	679	
400	Revive Lemur Acolyte	0	0	5	2	-1	0	400	1	0	0	11	0	2333	
401	Revive Lemur Thaumaturg	0	0	5	3	-1	0	401	1	0	0	20	0	2334	
402	Revive Grand Lemur	0	0	5	3	-1	0	402	1	0	0	50	0	2335	
403	Unholy Command	7	0	9	1	-1	0	403	1	0	0	0	0	999	
404	Unholy Protection	7	0	9	1	-1	0	404	1	100	0	0	0	67108864	
405	Unholy Blessing	7	0	9	1	-1	0	405	1	100	0	0	0	1	
406	Unholy Power	7	0	9	1	-1	0	406	1	100	0	0	0	33554432	
407	Anathema	7	0	9	2	-1	0	407	1	100	0	0	0	2	
408	Unholy Protection	7	0	9	2	-1	0	408	1	100	0	0	0	67108864	
409	Unholy Blessing	7	0	9	2	-1	0	409	1	100	0	0	0	1	
410	Apostasy	7	0	9	3	-1	0	410	1	100	0	0	0	999	
411	Unholy Power	7	0	9	3	-1	0	411	1	100	0	0	0	33554432	
412	Unholy Blessing	7	0	9	3	-1	0	412	1	100	0	0	0	1	
413	Protection of the Shadelands	7	0	9	3	-1	0	413	1	100	0	0	0	67108864	
414	Power of the Shadelands	7	0	9	4	-1	0	414	1	0	0	0	0	33554432	
415	Revive Grave Consort	4	0	5	1	-1	0	415	1	0	0	10	0	690	
416	Revive Tomb Priest	4	0	5	2	-1	0	416	1	0	0	16	0	691	
417	Revive Tomb King	4	0	5	3	-1	0	417	1	0	0	23	0	692	
418	Protection of the Grave	7	0	9	1	-1	0	418	1	100	0	0	0	67108864	
419	Power of the Grave	7	0	9	1	-1	0	419	1	100	0	0	0	33554432	
420	Protection of the Grave	7	0	9	2	-1	0	420	1	100	0	0	0	67108864	
421	Royal Power	7	0	9	3	-1	0	421	1	100	0	0	0	33554432	
422	Royal Protection	7	0	9	3	-1	0	422	1	100	0	0	0	67108864	
423	Power of the Reborn King	7	0	9	4	-1	0	423	1	0	0	0	0	33554432	
424	Tune of Fear	4	0	6	1	-1	0	424	1	0	5	0	0	3	
425	Tune of Growth	4	0	6	1	-1	0	425	1	0	5	0	0	64	
426	Tune of Dancing Death	4	0	6	1	-1	0	426	1	0	5	0	0	1030	
427	Carrion Centaur	4	0	6	1	5	1	427	1	0	0	8	0	714	
428	Carrion Lady	4	0	6	1	5	1	428	1	0	0	16	0	711	
429	Carrion Lord	4	0	6	3	5	2	429	1	0	0	35	0	710	
430	Quick Roots	4	0	9	1	-1	0	430	1	100	0	0	0	4	
431	Regrowth	4	0	9	2	-1	0	431	1	100	0	0	0	536870912	
432	Mend the Dead	4	0	9	2	-1	0	432	1	100	0	0	0	10020	
433	Puppet Mastery	4	0	9	3	-1	0	433	1	100	0	0	0	4	
434	Carrion Growth	4	0	9	4	-1	0	434	1	100	0	0	0	536870912	
435	Dark Slumber	4	4	6	4	5	2	435	1	0	0	15	0	17	
436	Sleep Vines	0	3	6	1	7	1	436	1	2	20	0	127	64	
437	Vengeful Vines	0	4	6	1	5	1	437	1	2	20	0	128	64	
438	Summon Black Dogs	0	2	5	2	-1	0	438	20	0	0	5	0	1769	
439	Summon Cu Sidhe	0	3	7	2	-1	0	439	10	0	0	5	0	1770	
440	Summon Barghests	0	4	5	2	-1	0	440	14	0	0	7	0	1768	
441	Summon Bean Sidhe	0	5	5	1	-1	0	441	1	0	0	25	0	1776	
442	Summon Morrigan	0	6	5	2	1	1	442	1	0	0	5	0	1821	
443	Dance of the Morrigans	0	8	5	5	1	2	443	1	0	0	4	0	86	
444	Curse of Balor	4	7	7	3	5	1	444	1	100	0	1	0	4096	
445	xxx	-1	4	2	2	6	1	445	10	0	0	10	0	3899	
446	xxx	-1	4	3	2	6	1	446	10	0	0	10	0	3899	
447	Herd of Morvarc'h	0	4	7	2	2	1	447	10	0	0	12	0	3980	
448	Holy Pyre	2	4	0	2	-1	0	448	1	1	20	0	0	1005	
449	Send Aatxe	0	6	1	3	-1	0	449	1	0	0	6	0	3629	
450	...	-1	1	-1	0	-1	0	450	1	0	0	0	0	0	
451	Summon Incubus	6	0	8	3	7	1	451	1	-2	0	66	0	4053	
452	Summon Succubus	6	0	8	3	7	1	452	1	-2	0	66	0	811	
453	Iron Darts	2	3	3	1	9	1	453	2001	5	10	0	0	13	
454	Iron Blizzard	2	6	3	1	9	1	454	2018	3	50	0	0	10	
455	Contact Iron Angel	0	8	3	5	4	2	455	1	0	0	25	0	1975	
456	Tempering the Will	5	5	3	3	-1	0	456	1	100	20	0	0	67108864	
457	Gift of the Moon	4	4	4	1	-1	0	457	1	100	20	0	0	1099511627776	
458	Sanguine Heritage	6	0	8	3	5	3	458	1	0	0	44	0	19	
459	Summon Monster Toads	0	5	6	2	-1	0	459	3	0	0	5	0	1358	
460	Contact Couatl	0	7	6	1	4	1	460	1	0	0	40	0	525	
461	Parting of the Soul	5	6	5	1	1	1	461	1	100	40	0	111	5010	
462	Call Ahurani	0	5	4	2	2	1	462	1	-2	0	12	0	2637	
463	Call Celestial Yazad	0	6	4	4	-1	0	463	1	0	0	40	0	-16	
464	Call Fravashi	0	7	4	3	-1	0	464	1	0	0	30	0	2563	
465	Call Amesha Spenta	0	8	4	5	-1	0	465	1	0	0	60	0	12	
466	Summon Yazatas	0	5	4	2	-1	0	466	6	0	0	12	0	1607	
467	Call Daevas	0	5	5	2	0	1	467	6	0	0	12	0	2630	
468	Call Jahi	0	5	5	3	0	1	468	1	-2	0	15	0	2631	
469	Call Yata	0	6	5	3	0	2	469	1	0	0	40	0	-17	
470	Call of the Drugvant	5	7	5	4	0	1	470	1	0	0	15	0	15	
471	Call Greater Daeva	0	8	5	4	0	2	471	1	0	0	60	0	16	
472	Geoglyphs	4	5	4	3	3	2	472	1	0	0	18	0	100	
473	Eyes of the Condors	4	2	1	2	-1	0	473	1	0	0	1	0	36	
474	Summon Condors	0	3	1	2	-1	0	474	1008	0	0	8	0	2694	
475	Summon Huacas	0	5	4	2	-1	0	475	5	0	0	12	0	2697	
476	Summon Supayas	0	5	5	2	-1	0	476	5	0	0	8	0	2700	
477	Contact Angel of the Host	0	5	4	3	-1	0	477	1	0	0	7	0	3870	
478	Contact Harbinger	0	6	4	4	-1	0	478	1	0	0	25	0	464	
479	Angelic Choir	0	6	4	3	-1	0	479	3	0	0	15	0	1367	
480	Angelic Host	0	7	4	5	-1	0	480	6	0	0	50	0	3870	
481	Heavenly Wrath	0	7	4	3	0	1	481	1	0	0	35	0	1369	
482	Heavenly Choir	0	9	4	7	0	2	482	1	0	0	144	68	1368	
483	Bind Harlequin	6	1	8	1	-1	0	483	1	0	0	1	0	1000	
484	...	-1	1	-1	0	-1	0	484	1	0	0	0	0	0	
485	Reascendance	6	7	8	4	4	1	485	1	0	0	88	0	626	
486	Amalgamation of Fire and Flesh	1	4	0	2	4	1	486	505	0	0	10	0	3864	
487	Amalgamation of Air and Flesh	1	4	1	2	4	1	487	505	0	0	10	0	3865	
488	Amalgamation of Water and Flesh	1	4	2	2	4	1	488	505	0	0	10	0	3866	
489	Amalgamation of Earth and Flesh	1	4	3	2	4	1	489	505	0	0	10	0	3867	
490	Mirror Walk	5	4	7	1	4	1	490	1	0	0	1	0	1	
491	Summon Dwarf of the Four Directions	0	8	1	4	3	3	491	1	0	0	62	0	-21	
492	Summon Valkyries	0	6	1	3	5	1	492	7	0	0	1	0	261	
493	Awaken Draugar	0	4	5	2	-1	0	493	4	0	0	12	0	2190	
494	Seith Curse	5	5	5	1	4	1	494	1	0	0	3	0	2	
495	Summon Glosos	0	3	5	2	-1	0	495	9	0	0	13	0	2363	
496	Brood of Garm	0	4	6	2	-1	0	496	5	0	0	10	0	1309	
497	Awaken Jotun Draugar	0	4	5	2	-1	0	497	3	0	0	15	0	3193	
498	Summon Rimvaettir	0	5	2	2	-1	0	498	1003	0	0	5	0	3420	
499	Winter's Call	6	6	8	3	2	2	499	1	0	0	86	0	844	
500	Illwinter	6	6	8	5	2	3	500	1	0	0	120	0	44	
501	Summon Glosos	0	3	5	2	-1	0	501	9	0	0	10	0	2363	
502	xxx	-1	6	8	5	2	3	502	1	0	0	120	0	44	
503	Command Draugar	0	4	5	2	-1	0	503	4	0	0	12	0	2190	
504	Summon Jaguar Toads	0	1	6	1	9	1	504	3	0	0	2	0	1359	
505	Summon Jaguars	0	3	6	2	9	1	505	25	0	0	20	0	859	
506	Summon Jade Serpents	0	4	2	2	-1	0	506	2	0	0	3	0	1889	
507	Summon Monster Toad	0	5	6	2	-1	0	507	1	0	0	1	0	1358	
508	Contact Couatl	0	6	6	1	4	1	508	1	0	0	40	0	525	
509	Summon Tlaloque	0	7	2	4	-1	0	509	1	0	0	60	0	13	
510	Bind Beast Bats	6	2	8	1	-1	0	510	3	0	0	8	0	1357	
511	Bind Jaguar Fiends	6	4	8	1	0	1	511	3	0	0	16	0	1356	
512	Contact Civateteo	6	5	8	2	5	2	512	1	0	0	36	0	1422	
513	Bind Tzitzimitl	6	6	8	2	4	2	513	1	0	0	10	0	1483	
514	Contact Tlahuelpuchi	6	6	8	3	-1	0	514	1	0	0	42	0	1558	
515	Contact Onaqui	6	7	8	4	-1	0	515	1	0	0	101	67	1360	
516	Rain of Jaguars	6	8	8	6	0	2	516	1008	0	0	40	0	1356	
517	Theft of the Sun	4	8	5	6	0	3	517	1	0	0	70	0	101	
518	Summon Sacred Scorpion	0	3	3	1	5	1	518	1	0	0	2	0	2690	
519	Break the First Soul	6	2	8	1	-1	0	519	1	5	20	0	101	8192	
520	Break the Second Soul	5	2	3	1	-1	0	520	1	5	20	0	0	262144	
521	Break the Third Soul	5	2	1	1	-1	0	521	1	5	20	0	0	5015	
522	Break the Fourth Soul	5	2	5	1	-1	0	522	1	5	20	0	0	2	
523	Gift of the First Soul	6	3	8	1	-1	0	523	1	0	20	0	0	32	
524	Gift of the Second Soul	5	3	3	1	-1	0	524	1	0	20	0	0	137438953472	
525	Gift of the Third Soul	5	3	1	1	-1	0	525	1	0	20	0	0	68719476736	
526	Gift of the Fourth Soul	5	3	5	1	-1	0	526	1	2	20	0	0	2	
527	Summon Balam	0	7	6	4	-1	0	527	1	0	0	60	0	17	
528	Summon Chaac	0	8	1	4	-1	0	528	1	0	0	75	0	18	
529	Celestial Servant	0	1	3	1	4	1	529	1	0	0	1	0	903	
530	Heavenly Rivers	0	3	2	1	4	1	530	3	0	0	9	0	904	
531	Celestial Hounds	0	4	1	1	4	1	531	2	0	0	2	0	1338	
532	Heavenly Fires	0	5	0	1	4	1	532	3	0	0	4	0	926	
533	Call Celestial Soldiers	0	6	1	2	4	1	533	6	0	0	15	0	902	
534	Call Ancestor	0	1	5	1	-1	0	534	1	0	20	0	0	1363	
535	Wrath of the Ancestors	0	7	5	1	-1	0	535	2018	0	0	1	0	1363	
536	Call Cyclops Tribe	0	3	3	2	-1	0	536	505	0	0	9	0	3381	
537	Call the Birds of Splendor	0	6	0	2	6	1	537	1	0	0	7	0	3382	
538	Deceive the Decree of the Lost	5	6	7	3	4	1	538	1	0	0	45	121	3879	
539	Contact Jinn	0	4	0	2	1	1	539	1	0	0	18	0	3353	
540	Summon Jinn Warriors	0	5	0	2	1	1	540	3	0	0	13	0	3354	
541	Contact Houri	0	6	1	2	7	1	541	1	0	0	26	0	3375	
542	Summon Hinn	0	6	1	1	0	1	542	505	0	0	4	0	3367	
543	Summon Ifrit	6	5	8	1	0	3	543	1	0	0	58	0	3372	
544	Summon Shaytan	6	6	8	1	0	3	544	1	0	0	73	0	3373	
545	Summon Marid	0	8	0	4	1	2	545	1	0	0	66	0	3374	
546	Contact Marid	0	8	2	2	0	4	546	1	0	0	60	0	3376	
547	Scorching Wind	2	4	1	2	0	1	547	1	0	30	0	0	250	
548	Smokeless Flame	2	6	0	3	1	1	548	1	1	30	0	0	1042	
549	Large Area Combustion	-1	1	-1	0	-1	0	549	1	0	0	0	0	512	
550	Awaken Jinn Block	5	5	3	1	9	1	550	1	0	0	5	0	3389	
551	Feast for Ghuls	6	4	8	1	-1	0	551	505	0	0	16	0	3479	
552	Summon Ghulah	6	5	8	1	-1	0	552	1	0	0	31	0	3481	
553	Summon Binn	0	6	2	1	1	1	553	505	0	0	4	0	3476	
554	Summon Si'lat	0	6	1	2	-1	0	554	1	0	0	21	0	3483	
555	Summon Angiri	0	3	0	2	-1	0	555	505	0	0	5	0	3666	
556	Summon Nagas	0	3	2	2	3	1	556	9	0	0	15	0	1319	
557	Summon Apsaras	0	3	4	2	-1	0	557	505	0	0	3	0	1332	
558	Summon Vidyadhara	0	4	4	2	-1	0	558	1	0	0	15	0	3668	
559	Contact Yaksha	0	4	6	2	3	1	559	1	0	0	25	0	1329	
560	Contact Yakshini	0	4	6	2	2	1	560	1	0	0	25	0	1330	
561	Contact Nagini	0	4	2	2	3	1	561	1	0	0	25	0	1322	
562	Summon Gandharvas	0	5	4	2	-1	0	562	6	0	0	15	0	1335	
563	Summon Kimpurushas	0	5	6	2	4	1	563	6	0	0	15	0	3665	
564	Contact Nagaraja	0	5	2	2	3	1	564	1	0	0	30	0	1320	
565	Summon Garudas	0	6	4	2	-1	0	565	6	0	0	21	0	3664	
566	Summon Maruts	0	6	4	2	-1	0	566	3	0	0	18	0	3667	
567	Summon Kinnara	0	6	4	3	-1	0	567	1	0	0	25	0	1331	
568	Contact Nagarishi	0	6	2	3	3	1	568	1	0	0	40	0	1321	
569	Summon Siddha	0	7	4	4	-1	0	569	1	0	0	35	0	1337	
570	Summon Devata	0	8	4	5	-1	0	570	1	0	0	45	0	1336	
571	Summon Devala	0	9	4	5	-1	0	571	1	0	0	55	0	1713	
572	Summon Rudra	0	9	4	5	-1	0	572	1	0	0	55	0	1906	
573	Celestial Music	5	6	4	3	-1	0	573	1	0	0	1	0	262144	
574	Summon Rakshasas	6	1	8	1	-1	0	574	3	0	0	8	0	1736	
575	Feast of Flesh	6	2	8	1	6	1	575	18	0	0	50	0	1742	
576	Summon Asrapas	6	3	8	2	-1	0	576	3	0	0	8	0	1741	
577	Summon Rakshasa Warriors	6	4	8	2	-1	0	577	5	0	0	21	0	1737	
578	Summon Sandhyabalas	6	5	8	2	5	1	578	3	0	0	25	0	1743	
579	Summon Dakini	6	6	8	4	1	1	579	1	0	0	81	0	1714	
580	Summon Samanishada	6	7	8	3	5	1	580	1	0	0	35	0	1744	
581	Summon Mandeha	6	8	8	5	5	2	581	1	0	0	133	0	20	
582	Summon Danavas	6	8	8	5	-1	0	582	3	0	0	70	0	1767	
583	Summon Daitya	6	8	8	5	-1	0	583	3	0	0	45	0	3663	
584	Host of Ganas	0	2	5	1	-1	0	584	2018	0	0	9	0	1764	
585	Summon Vetalas	0	5	5	2	-1	0	585	15	0	0	10	0	1765	
586	Summon Ko-Oni	0	1	5	1	-1	0	586	505	0	0	4	0	1260	
587	Summon Kappa	0	1	2	1	6	1	587	5	0	0	3	0	1482	
588	Summon Ao-Oni	0	2	2	1	5	1	588	505	0	0	7	0	1264	
589	Summon Karasu Tengus	0	2	6	1	1	1	589	3	0	0	2	0	1478	
590	Summon Aka-Oni	0	3	0	1	5	1	590	505	0	0	7	0	1266	
591	Summon Konoha Tengus	0	3	1	1	3	1	591	505	0	0	3	0	1479	
592	Ghost General	0	4	5	3	-1	0	592	1	0	0	10	0	1256	
593	Summon Oni	0	4	3	1	5	1	593	505	0	0	8	0	1272	
594	Contact Dai Tengu	0	5	1	2	3	1	594	1	0	0	55	77	1480	
595	Contact Nushi	0	5	2	2	6	1	595	1	0	0	25	0	1431	
596	Summon Kuro-Oni	0	5	5	2	0	1	596	505	0	0	9	0	1274	
597	Summon Oni General	0	6	5	2	0	1	597	1	0	0	20	0	1276	
598	Contact Kitsune	0	6	6	2	-1	0	598	1	0	0	30	0	1434	
599	Summon Dai Oni	0	8	5	4	0	1	599	1	0	0	45	0	1316	
600	Bind Penumbral	0	3	5	1	3	1	600	1	0	0	1	0	2497	
601	Summon Penumbrals	0	3	5	1	3	1	601	6	0	0	6	0	2497	
602	Summon Umbrals	0	5	5	2	3	1	602	6	0	0	8	0	1490	
603	Olm Conclave	0	4	2	1	3	1	603	1	0	0	20	110	2527	
604	Hall of Statues	4	8	3	5	-1	0	604	4000	0	0	30	0	1496	
605	Revive Cavern Wights	0	3	5	1	3	1	605	5	0	0	8	0	1501	
606	Bind Umbral	0	5	5	2	3	1	606	1	0	0	2	0	1490	
607	Unleash Imprisoned Ones	1	8	3	6	5	4	607	1	0	0	100	0	1	
608	Rhuax Pact	0	3	0	1	3	1	608	3	0	0	2	0	640	
609	Barathrus Pact	0	3	3	2	-1	0	609	2	0	0	3	0	3741	
610	Mirror of Earth's Memories	5	4	2	2	3	2	610	1	0	0	5	0	5760	
611	Attentive Statues	4	1	3	2	-1	0	611	2	0	0	3	0	1497	
612	Enliven Sentinel	4	3	3	2	-1	0	612	1	0	0	2	0	1496	
613	Enliven Granite Guard	4	5	3	3	-1	0	613	1	0	0	10	0	1498	
614	Enliven Marble Oracle	4	6	3	3	5	1	614	1	0	0	35	0	1499	
615	Animate Mercury	-1	1	-1	0	-1	0	615	1	0	0	0	0	2515	
616	Living Mercury	4	5	2	1	3	1	616	1	0	0	6	0	3762	
617	Nightmare Construction	4	5	0	1	5	1	617	1	0	0	2	0	2520	
618	Iron Corpse Reanimation	4	2	3	1	5	1	618	505	0	0	2	0	1439	
619	Reanimate Ancestor	4	2	3	2	5	2	619	1	0	0	3	0	1440	
620	Flame Corpse Construction	4	4	0	1	5	1	620	1	0	0	1	0	1441	
621	Ktonian Legion	4	6	3	2	5	2	621	5020	0	0	15	0	1439	
622	Awaken Shard Wights	0	3	5	1	3	1	622	505	0	0	10	0	2509	
623	Awaken Sepulchral	0	5	5	2	3	1	623	1	0	0	3	0	1500	
624	Awaken Tomb Oracle	0	6	5	3	3	2	624	1	0	0	30	0	1476	
625	Hall of the Dead	0	8	5	5	3	1	625	4000	0	0	25	0	2509	
626	Iron Marionettes	1	5	3	3	-1	0	626	1	100	0	1	0	33554432	
627	Contact Void Spectre	0	6	4	3	-1	0	627	1	0	0	25	0	1562	
628	Mind Vessel	5	3	4	3	-1	0	628	1	0	0	15	0	100	
629	Enslave Sea Trolls	5	5	4	3	2	2	629	505	0	0	10	0	1529	
630	Dreams of R'lyeh	5	6	4	3	7	1	630	1	-1	0	4	0	2052	
631	...	-1	1	-1	0	-1	0	631	1	0	0	0	0	0	
632	...	-1	1	-1	0	-1	0	632	1	0	0	0	0	0	
633	Burning Hands	2	1	0	1	-1	0	633	1	0	5	0	0	1014	
634	Fire Darts	2	1	0	1	-1	0	634	1003	1	20	0	0	10	
635	Flame Bolt	2	1	0	2	-1	0	635	1	2	20	0	0	2011	
636	Shocking Grasp	2	1	1	1	-1	0	636	1	0	3	0	1	3015	
637	Gust of Winds	2	1	1	1	-1	0	637	1	2	10	0	120	2013	
638	Slime	2	1	2	1	-1	0	638	1	2	20	0	0	134217728	
639	Water Strike	2	1	2	1	-1	0	639	1	2	20	0	0	2011	
640	Cold Bolt	2	1	2	2	-1	0	640	1	3	20	0	0	1011	
641	Geyser	2	1	2	1	0	1	641	1	3	10	0	0	1005	
642	Acid Spray	2	1	2	2	0	1	642	1	0	20	0	0	10	
643	Astral Projection	2	1	4	1	-1	0	643	1	0	0	2	0	37	
644	Star Fires	2	1	4	1	-1	0	644	3	2	20	0	0	1004	
645	Arcane Bolt	2	1	4	2	-1	0	645	1	3	20	0	0	1008	
646	Vine Arrow	2	1	6	1	-1	0	646	1	0	20	0	47	1013	
647	Bewitching Lights	2	1	7	1	-1	0	647	1	1	20	0	0	100	
648	Fire Blast	2	2	0	2	-1	0	648	1	0	20	0	0	2011	
649	Flare	2	2	0	3	-1	0	649	1	1	50	0	0	2016	
650	Sulphur Haze	2	2	0	2	1	1	650	1	0	20	0	39	4096	
651	Cold Blast	2	2	2	2	-1	0	651	1	0	20	0	0	2008	
652	Lightning Bolt	2	2	1	2	-1	0	652	1	4	10	0	1	1012	
653	Shock Wave	2	2	1	2	-1	0	653	1	0	10	0	0	1007	
654	Rust Mist	2	2	3	2	2	1	654	1	0	30	0	0	32768	
655	Solar Rays	2	2	4	2	-1	0	655	1	100	20	0	0	1012	
656	Web	2	2	6	1	-1	0	656	1	2	20	0	0	536870912	
657	Ephemeral Bolt	2	2	7	2	-1	0	657	1	2	10	0	0	1002	
658	Warrior Illusion	2	2	7	1	-1	0	658	1	0	10	0	0	297	
659	Fireball	2	3	0	2	-1	0	659	1	1	20	0	115	2012	
660	Storm Wind	2	3	1	2	-1	0	660	1	3	10	0	120	2013	
661	Rain	2	3	2	3	-1	0	661	1	0	0	1	0	7	
662	Freezing Mist	2	3	2	3	1	1	662	1	1	20	0	0	1	
663	Acid Bolt	2	3	2	2	0	1	663	1	3	30	0	116	1014	
664	Magma Bolts	2	3	3	1	0	1	664	5	2	20	0	112	2023	
665	Arcane Probing	2	3	4	1	-1	0	665	1	0	0	3	0	4	
666	Magic Duel	2	3	4	1	-1	0	666	1	100	0	1	0	999	
667	Healing Light	2	3	4	1	6	1	667	1	100	20	0	0	15	
668	Shadow Bolt	2	3	5	2	-1	0	668	1	3	20	0	42	1005	
669	Poison Darts	2	3	6	1	-1	0	669	1004	3	20	0	0	9	
670	False Fire	2	3	7	1	0	1	670	1	1	20	0	122	2012	
671	Elf Shot	2	3	7	1	6	1	671	1	4	20	0	0	100	
672	Dance of Ephemeral Swords	2	3	7	2	-1	0	672	1	0	10	0	0	72057594037927936	
673	Cloud of Dreamless Slumber	2	3	7	2	1	1	673	1	3	20	0	0	2097152	
674	Fire Cloud	2	4	0	3	1	1	674	1	1	20	0	0	8	
675	Fate of Oedipus	2	4	0	4	-1	0	675	1	0	0	75	0	0	
676	Breath of the Desert	2	4	0	3	1	1	676	1	0	0	5	0	13	
677	Thunder Strike	2	4	1	3	-1	0	677	1	-2	50	0	5	2020	
678	Hurricane	2	4	1	3	-1	0	678	1	0	0	5	0	7	
679	Acid Rain	2	4	2	3	0	1	679	1	-1	30	0	13	12	
680	Blade Wind	2	4	3	3	-1	0	680	3041	0	80	0	0	14	
681	Nether Bolt	2	4	4	1	5	1	681	1	2	15	0	24	1019	
682	Bolt of Unlife	2	4	5	2	-1	0	682	1	1	20	0	0	1013	
683	Bane Fire Dart	2	4	5	1	0	1	683	1	4	20	0	11	2013	
684	Breath of the Dragon	2	4	6	2	-1	0	684	1	-1	20	0	0	2003	
685	Ephemeral Blast	2	4	7	3	-1	0	685	1	2	10	0	0	2001	
686	Ghost Wolves	2	4	7	3	-1	0	686	2	0	10	0	0	298	
687	Falling Fires	2	5	0	3	-1	0	687	1	-3	20	0	0	15	
688	Fires from Afar	2	5	0	4	-1	0	688	20	0	0	10	0	2012	
689	farkill: Fires from Afar	-1	1	0	4	-1	0	689	1	1	20	0	3	2012	
690	Liquid Flames of Rhuax	2	5	0	3	3	1	690	1	0	20	0	0	2018	
691	Splash of Molten Metal	-1	1	-1	0	-1	0	691	1	0	0	0	0	10	
692	Hidden Flame	2	5	0	3	4	1	692	1	0	20	0	0	3016	
693	Astral Conflagration	-1	1	-1	0	-1	0	693	1	0	0	0	0	1	
694	Falling Frost	2	5	2	3	-1	0	694	1	-2	20	0	0	1007	
695	Orb Lightning	2	5	1	2	-1	0	695	1	0	20	0	0	5	
696	Earthquake	2	5	3	4	-1	0	696	1	0	0	3	104	8	
697	Cave Collapse	0	0	-1	0	-1	0	697	1	0	0	0	104	20	
698	Gifts from Heaven	2	5	3	3	4	1	698	3	-3	50	0	107	150	
699	Stellar Cascades	2	5	4	2	-1	0	699	1	100	20	0	0	25	
700	Astral Geyser	2	5	4	3	-1	0	700	1	0	20	0	83	261	
701	Shadow Blast	2	5	5	2	-1	0	701	1	0	0	1	42	1006	
702	Poison Arrows	2	5	6	2	-1	0	702	1002	3	20	0	0	1013	
703	Poison Cloud	2	5	6	3	1	1	703	1	-1	20	0	0	64	
704	Illusory Army	2	5	7	3	-1	0	704	5005	0	0	1	0	297	
705	Project Self	2	5	7	3	4	1	705	1	0	0	5	0	10	
706	Flame Eruption	2	6	0	2	-1	0	706	1	0	30	0	0	1011	
707	Wrathful Skies	2	6	1	5	-1	0	707	1	0	0	2	0	34	
708	Perpetual Storm	2	6	1	5	-1	0	708	1	0	0	70	0	16	
709	Cleansing Water	2	6	2	2	-1	0	709	1	0	20	0	0	1003	
710	Magma Eruption	2	6	3	2	0	2	710	1	0	50	0	0	1020	
711	Mind Hunt	2	6	4	4	-1	0	711	1	0	0	2	0	999	
