id	name	rarity	loc	level	path	F	A	W	E	S	D	N	G	B	gold	res	sup	unr	exp	lab	fort	scale1	scale2	domspread	turmoil	sloth	cold	death	misfortune	drain	fireres	coldres	shockres	poisonres	str	prec	mor	undying	att	darkvision	aawe	rit	ritrng	hmon1	hmon2	hmon3	hmon4	hmon5	voidgate	sum1	n_sum1	sum2	n_sum2	sum3	n_sum3	conj	alter	evo	const	ench	thau	blood	heal	disease	curse	horror	holyfire	holypow	scry	adventure	other	sum4	n_sum4	hcom1	hcom2	hcom3	hcom4	hcom5	mon1	mon2	mon3	mon4	mon5	com1	com2	com3	com4	com5	reveal	provdef1	provdef2	def	F2	A2	W2	E2	S2	D2	N2	B2	awe	reinvigoration	airshield	provdefcom	domconflict	sprite	nationalrecruits	natmon	natcom	throneclustering	wilddefenders	domconflict	rituallevelmodifier	callgodbonus	magicresistancebonus	bringgold	scorch	evil	scryrange	addtolimitedrecruitment	ageratereduction	dragonlord	corpselord	ivylord	maximizeorder	pdconscript	mr	bringres	provinc	recpoints	recpointpercent	recpointpercentcmd	agingpercent	unaging	popgrowth	end
419	Solar Lens	2	223	1	Fire	1																																				F	3																																																															5																														
420	Solar Circle	2	223	2	Fire	1																																																				20%																																																5																														
421	Tower of the Golden Order	2	223	1	Fire	3				2										lab																																																																101																						4																														
422	Tower of the Golden Order	2	223	1	Fire	2				3										lab																																																																101																						4																														
423	Tower of the Golden Order	2	223	1	Fire	2				2										lab																																																																101																						4																														
424	Academy of Magic	2	223	1	Fire	1														lab																																																																3493	3492																					4																														
425	Academy of High Magics	2	16607	2	Fire	2				1										lab																																																																3502	3493	3492																				4																														
426	Ashen Fields	2	9	1	Fire	1																																																		20%																																																		2																														
427	Fountain of Fire	2	735	1	Fire	3																Heat(max 2)																																																																																				5																														
428	The Steel Ovens	1	17119	0	Fire											125																																											20%																																															1																														
429	High Temple of the Magii	1	16607	1	Fire	2				2										lab																																																																480	481																					4																														
430	The Citadel of Pyriphlegeton	1	17119	2	Fire	4														lab																																																																98	99																					4																														
431	The Fire Prison	1	279263	2	Fire	4																																																						20%																																														7																														
432	The Temple of the Raging God	1	16607	2	Fire	2																Turmoil(max 2)																																																														389	98	241																				6																														
433	The Brass Door Hill	1	16607	3	Fire	2							1																																																																																													3																														
434	Prison of the Desert Sun	2	16392	4	Fire	5																Heat(max 2)	Heat(max 2)																																																																																			6																														
435	The Desert of Ptah	5	16392	0	Fire	2			2		2																																																																																															2																														
436	Fountain of Rubies	2	735	2	Fire	3																																																																																																				5																							300							
437	Dragon Forest	2	16386	2	Fire	2	1																																																																																																			3																														
438	Enchanted Pyre	0	262367	1	Fire	1																																																																																																				5																														
439	Rageflame Tower	1	262367	1	Fire	1																																																																																																				4																														
440	Steam Swamp	1	128	2	Fire	1		1																																																																																																		5																														
441	Smoke Gorge	1	8	2	Fire	1	1																																																																																																			5																														
442	Magma Pit	1	516	2	Fire	1			1																																																																																																	5																														
443	Starfire Crystals	1	262148	2	Fire	1				1																																																																																																0																														
444	Ash Valley	1	8	2	Fire	1					1																																																																																															2																														
445	Flame Forest	1	2	2	Fire	1						1																																																																																														3																														
446	Fiery Mirage	2	8	3	Fire	1							1																																																																																													2																														
447	City of Ashes	2	16392	2	Fire	1					1																																																																									2245																						6																														
448	Temple of the Solar Bull	2	223	2	Fire	2																																																																														1873																						6																														
449	Smoulderstone	0	223	1	Fire	1																																																																																																				5																														
450	Wildfire Glade	0	2	1	Fire	1																																																																																																				3																														
451	Caverns of Glowing Moss	0	516	1	Fire	1																																																																																																				7																														
452	Glowing Fissure	1	4	1	Fire	1																																																																																																				5																														
453	Smouldering Maze	1	223	1	Fire	1																																				F	2																																																															5																														
454	Scorched Tower	2	16607	2	Fire	2																																																												3%																																								4																														
455	House of Embers	2	278751	1	Fire	1																																																																																																				4																														
456	Heart of the Desert	2	16392	3	Fire	2																Heat(max 2)																				F	2																																																															5																														
457	Egg of the Phoenix	2	262367	3	Fire	2																																																																																																				3																														
458	House of Aratron	2	16607	2	Fire	2			1																																																																											551																						6																														
459	Rune of Fire	1	223	2	Fire																																					F	2																																																															5																														
460	Maze of Frozen Flames	2	16591	2	Fire																																					FW	2																																																															5																														
461	Devil's Furnace	1	16607	3	Fire	1																																												2286	5																																																							1																														
462	Isle of Rebirth	2	16416	3	Fire	1					1																																																				10%																																											0																														
463	Dragon Lair	2	16388	3	Fire	2							1																																																																																													7																														
464	Altar of Catharsis	5	16607	4	Fire																																													3714	1																																																							6																														
465	Wind Spire	0	223	0	Air		1																																																																																																			13																														
466	Thunder Oak	0	223	1	Air		1																																																																																																			14	32		2988																											
467	Canyon of Wild Winds	0	95	1	Air		2																																																																																																			10																														
468	Blasted Heath	1	223	2	Air		2																																																																																																			11																														
469	Cave of Clouds	0	524	3	Air		1																																																																																																			16																														
470	Mist Covered Highlands	0	4	0	Air		1																																																																																																			10																														
471	Desert of Sighs	0	8	1	Air		1				1																																																																									2245																						11																														
472	Cypress Forest	0	32770	1	Air		1					1																																																																																														14																														
473	Howling Gorge	1	223	1	Air		1																																																																																																			16																														
474	Canyon of Playful Winds	1	95	1	Air		1																																																																																																			9																														
475	Elusive Lights	1	262879	1	Air	1	1																																																																																																			11																														
476	Ice Mists	1	223	1	Air		1	1																																																																																																		10																														
477	Thunder Stones	1	223	1	Air		1		1																																																																																																	11																														
478	Cloud Pillars	1	223	1	Air		1			1																																																																																																12																														
479	Singing Stones	1	262879	1	Air				1				1																																																																																													11																														
480	Lake of Perpetual Mists	1	223	2	Glamour			2					1																																																																							341																						69																														
481	Dragon Cliff	2	223	1	Air		1																																																	20%																																																		10																														
482	Tower of the Silver Order	2	223	1	Air		3			2										lab																																																																100																						13																														
483	Tower of the Silver Order	2	223	1	Air		2			3										lab																																																																100																						13																														
484	Tower of the Silver Order	2	223	1	Air		2			2										lab																																																																100																						13																														
485	Academy of Magic	2	223	1	Air		1													lab																																																																3496	3492																					13																														
486	Academy of High Magics	2	16607	2	Air		2			1										lab																																																																3505	3496	3492																				13																														
487	Cloud Abode	2	223	2	Air		2													lab																																																																93	92																					12																														
488	Stone Spires	2	8	1	Air		2																																			A	2																																																															13																														
489	Tempest Spire	2	4	1	Air		1																																																			20%																										93																						13																														
490	Blizzard Valley	2	4	1	Air		1	1														Cold(max 2)																																				20%																																																10																														
491	Forest of Joy	1	49154	1	Air		1											-5																																																																																								14																														
492	The Cloven Mountain	1	16388	1	Air		3		1																																																																																																	10																														
493	Stairway Mountain	1	16388	1	Air		2		1																																																																																																	10																														
494	The Flailing Forest	1	16386	2	Air		2					1																																																																																														14																														
495	The Whirlwind of Cyclon	1	16607	2	Air		4																																																																																																			12																														
496	The Doom Cloud	1	16607	2	Air		2				2											Misfortune(max 2)																																																																																				15																														
497	Dragon Mountain	2	16388	0	Air		1																																											593	3																																																							10																														
498	Silver Forest	2	2	1	Air		1		1																																																																																																	14																							60							
499	Valley of the Roc	2	16388	3	Air	1	1		1																																																																																																	10																							300							
500	Enchanted Windmill	0	223	1	Air		1										75																																																																																									11																													20	
501	Whisperwind Tower	1	223	1	Air		1																																																																																																			13																														
502	Scorchwind Waste	1	8	2	Air	1	1																																																																																																			11																														
503	Saltspray Cliffs	1	64	2	Air		1	1																																																																																																		10																														
504	Copper Mists	1	8	2	Air		1		1																																																																																																	10																														
505	Moonwind Marsh	1	128	2	Air		1			1																																																																																																14																														
506	Plaguewind Waste	1	8	2	Air		1				1																																																																																															11																														
507	Thunder Woods	1	223	2	Air		1					1																																																																																														14																														
508	Shrieking Skies	2	262156	3	Air		1						1																																																																																													11																														
509	Dragon Jaws	2	16388	0	Air	1	1		1																																									593	2																																																							10																														
510	Tempest Hall	2	223	2	Air		3																																																																																																			13																														
511	Copper Idol	0	223	2	Air		1																																																																																																			11																														
512	Sparkling Fields	0	223	1	Air		1																																																																																																			11																														
513	Skysplit Oak	0	87	1	Air		1																																																																																																			14																														
514	Wailing Woods	1	16386	1	Air		1				1							3																																																																																								14																														
515	Nest of Obsidian Snakes	1	223	3	Air		2																																																																																																			16																														
516	Black Hawk Nest	1	6	2	Air		1																																											517	8																																																							14																														
517	Ziggurat of Thunder	2	223	1	Air		2																																																																																																			13																	1													
518	The Highest Peak	1	16388	2	Air		1																																			A	2																																																															10	71		1286																											
519	Pinnacle of Power	2	16607	3	Air		1																																			A	3																																														0																	13																														
520	Rune of Air	1	255	2	Air																																					A	2																																																															12																														
521	Translucent Tower	5	16607	3	Air															lab																						A	2																																									93																						13																														
522	Well of White Water	0	735	1	Water			1																																																																																																		23																														
523	Mercury Pond	0	735	1	Water			2																																																																																																		23																														
524	Reverse Stream	1	735	2	Water			2																																																																																																		20																														
525	Weeping Stone	0	735	3	Water			1																																																																																																		20																														
526	Boiling Bog	0	134	1	Water	1		1																																																																																																		21																														
527	Lake of Mists	1	223	0	Water			1																																																																																																		19																														
528	Sinkmarsh	0	130	1	Water			1																																																																																																		21																														
529	Lantern Fens	0	130	1	Water	1																																																																																																				21																														
530	Geyser	1	223	1	Water	1		1																																																																																																		23																														
531	Pearl Beach	1	64	1	Water					1																																																																																																19																							75							
532	Waterfall	1	735	1	Water		1	1																																																																																																		20																														
533	Rockside Spring	0	4	1	Water			1	1																																																																																																	20																														
534	Well of Yesterdays Waters	1	735	1	Water			1		1																																																																																																23																														
535	Corpse Candles' Marsh	0	130	1	Water			1			1																																																																																															21																														
536	Overgrown Lake	1	223	1	Water			1				1																																																																																														21																														
537	Glittering Stream	1	223	1	Water			1					1																																																																																													19																														
538	Lifeless Lake	1	262879	1	Water						1																																																																																															19																														
539	River Fortress	2	223	1	Water			1													3																																																																																					22																														
540	Bottomless Lake	2	735	1	Water			1																																																20%																																																		19																														
541	Mist Swamps	1	130	1	Water		1	1																																																																																																		21																														
542	Academy of Magic	2	223	1	Water			1												lab																																																																3495	3492																					22																														
543	Academy of High Magics	2	16607	2	Water			2	1											lab																																																																3504	3495	3492																				22																														
544	Frost Vale	2	4	2	Water			1														Cold(max 2)																																																														309																						23																														
545	Azure Academy	1	16607	1	Water			1												lab	3																																																															97	96																					22																														
546	Rustwater	1	16607	1	Water	1		1	1																																																																																																	21																														
547	The Ferry	1	16607	1	Water			1			1																																																																																															19																														
548	Mount Frost	1	16388	1	Water			2														Cold(max 2)																												511	5																																																							23																														
549	The Forest of the Lake	1	16386	1	Water			2				1																																																																																														21																														
550	Stony Swamps	1	16514	1	Water				1																																																																																																	21																														
551	The Frozen Forest	1	16386	2	Water			3				1										Cold(max 2)																																																														309																						21																														
552	The Sea of the Tears of Men	2	16607	2	Water			2			2																																																																																															19																														
553	The Water Sphere	1	16607	3	Water			3																																		W	2																																																															23																														
554	The Sea Underneath	2	17119	4	Water			5																																																																																																		25																														
555	Temple of the Turning Tide	2	64	1	Water			1																																																	20%																											529																						24																														
556	Black Ice Valley	2	4	1	Water			1			1																																															20%																																																19																														
557	Frozen Fountain	2	735	2	Water			3																																																																																																		20																														
558	Frozen Lands	2	223	0	Water			1														Cold(max 2)																																																																																				23																														
559	Academy of the Crescent Moon	2	16607	3	Water			2		2										lab																																																																999																						22																														
560	Well of All Waters	2	16607	3	Water			3																																																													1																																					23																														
561	The Swamp of Dread	2	16512	1	Water			1			2																																																																																															21																														
562	The Sunless Sea	2	16904	3	Water			3																																																																																																		25																														
563	Healing Spring	2	262367	2	Water			1				1																																																			10%																																											23																														
564	Enchanted Well	0	262879	1	Water			1																																																																																																		23																														
565	Icebrick Tower	1	223	1	Water			1																																																																																																		22																														
566	Steam Fountain	1	16	2	Water	1		1																																																																																																		23																														
567	Rain Ridge	1	4	2	Water		1	1																																																																																																		19																														
568	Meltwater Stream	1	4	2	Water			1	1																																																																																																	20																														
569	Moonlit Lake	1	4	2	Water			1		1																																																																																																19																														
570	Oasis of the Dead	1	8	2	Water			1			1																																																																																															19																														
571	Double Bottom Lake	1	2	2	Water			1					1																																																																																													19																														
572	Rainbow Fountain	2	16	3	Water			1					1																																																																																													20																														
573	Merman Village	0	64	0	Water																																																																										1065					1067																						19																														
574	Turtle Village	0	64	0	Water																																																																										1292					1294																						19																														
575	Ichtyid Enclave	2	96	1	Astral			1		1																																																																					974					2805																						41																														
576	Mermage Coven	2	96	1	Water			2																																																																							1065					2815																						19																														
577	Isle of the Saoi	2	32	1	Earth			1	1																																																																						2838					2832																						36																														
578	Temple of the Sacred River	2	223	2	Water			1			1																																																																									1877	1878																					24																														
579	Garden of Frozen Flowers	0	223	1	Water			1																																																																																																		21	71		204																											
580	Wellspring of Secrets	0	223	3	Water			1																																																																																																		20																														
581	Lake of Living Water	0	223	3	Water			1																																																																																																		19																														
582	Subterranean Lake	1	512	1	Water			1																																																																																																		25																														
583	Forgotten Oasis	1	8	1	Water			1									15																																																																																									18																														
584	Plaguewater Oasis	1	8	1	Water						1																																																					5%																																										18																														
585	Frozen Glen	1	2	1	Water			1																																																																																																		21																														
586	Melting Cliffs	1	223	2	Water			1	1																																																																																																	20																														
587	Pool of Perpetual Night	1	16607	3	Water			1																																																																																																		19																														
588	Enchanted Glacier	1	4	1	Water			1																																										2231	3																																																							19																														
589	Wellspring of the Virgins	2	16607	1	Water			1																																																							3%																																											20																														
590	Sign of Nodens	2	16450	3	Water			2																																																							3%																																											23																														
591	Rune of Water	1	255	2	Water																																					W	2																																																															23																														
592	Pharos	2	16448	1	Water																																					FAWESDNGB	2																										2																																					22													8																	
593	Tower of Ice	2	16396	3	Water			2												lab																						W	2																																																															25																														
594	Tomb of Ice	5	16607	3	Water			1														Cold(max 2)																																																																																				25																														
595	Wellspring of Abundance	5	16607	4	Water			2								30						Growth(max 2)																																																																																				20																							30							
596	The Golden City	2	17440	0	Water											30																																																															1056																											24																							100							
597	Mineral Cave	0	607	1	Earth				1																																																																																																	35																														
598	Earth Blood Seepage	0	735	1	Earth				2																																																																																																	35																														
599	Firbolg Fortress	1	223	2	Earth				2												4																																																																																					32																														
600	Iron Cliff	0	197631	3	Earth				1																																																																																																	29																														
601	Canyon of Sand	1	197631	0	Earth				1																																																																																																	33																														
602	Mine of Superior Iron	0	4	0	Earth																																																																																																					29																						100								
603	Great Iron Mine	0	516	0	Earth																																																																																																					29																						150								
604	Great Gold Mine	0	516	0	Earth																																																																																																					29										150																				
605	Great Silver Mine	0	516	0	Earth																																																																																																					29										100																				
606	Hidden Gold Mine	0	516	1	Earth																																																																																																					29										150																				
607	Gem Deposits	0	262879	1	Earth																																																																																																					29										125																				
608	Gorge	0	516	1	Earth				1																																																																																																	33																														
609	Magma Cave	0	516	1	Earth	1			1																																																																																																	35																														
610	Standing Stones	1	262367	1	Earth		1		1																																																																																																	30																														
611	Water Filled Cave	1	223	1	Earth			1	1																																																																																																	35																														
612	Starlight Chasm	0	516	1	Earth				1	1																																																																																																33																														
613	Chasm of Strange Lights	0	516	1	Earth				1				1																																																																																													33																														
614	Cave of the Pale Ones	1	735	1	Earth				1		1																																																																				1465																											35																														
615	Forest of Truffles	0	2	1	Earth				1			1																																																																																														31																														
616	Entrance	2	262879	1	Earth				1																																															20%																																																		33																														
617	Tower of the Iron Order	2	223	1	Earth				3	2										lab																																																																477																						32																														
618	Tower of the Iron Order	2	223	1	Earth				2	3										lab																																																																477																						32																														
619	Tower of the Iron Order	2	223	1	Earth				2	2										lab																																																																477																						32																														
620	Academy of Magic	2	223	1	Earth				1											lab																																																																3494	3492																					32																														
621	Academy of High Magics	2	16607	2	Earth	1			2											lab																																																																3503	3494	3492																				32																														
622	Twice Walled Tower	2	223	1	Earth				1	1																																																																										344																						32																														
623	Archaic Fortress	2	223	1	Earth																3																																																																																					32																														
624	Lost Vale of the Elders	2	4	2	Earth				1			1																																																																								411																						31																														
625	Troll Pit	2	735	2	Earth																																																																										518																											35																														
626	Troglodyte Den	2	735	3	Earth				1																																																																						447																											35																														
627	Runaway Pit	2	735	3	Earth				1	2																																																																																																35																														
628	Steel Swamps	1	16512	0	Earth			1	1							50																																																																																										31																														
629	White Man Hill	1	16607	0	Earth							1					150					Growth(max 2)																																																																																				30																														
630	The Forgotten Fortress	1	16607	2	Earth				2		1		1								3																																																																																					32																														
631	The Jervellan Wall	1	16607	1	Earth																3																																																																																					32																														
632	Ten Thousand Things	1	279263	1	Earth	1	1	1	1			1																																																																																														31																														
633	The Broken Maze	1	278751	2	Earth				2	1																																																																																																33																														
634	The Labyrinth	1	16607	2	Earth				2	2																																																																					234																											33																														
635	The Chasm of Black Roses	1	16388	3	Earth				1		2	1																																																																																														33																														
636	The Underworld	1	17119	3	Earth				3																																																																						447					411																						35																														
637	The Statues of the Overlords	2	16607	0	Earth																	Order(max 2)	Productivity(max 2)																			E	2																																																															30																														
638	The Cornerstone	2	278751	3	Earth				4	1												Order(max 2)																																																																																				34																														
639	The Factory	2	278751	4	Earth				3																																									532	3																																																							32																														
640	Castle Arcanum	1	16477	1	Earth	1			1												4																																																															312	875																					32																														
641	Ancient Forge	2	262879	1	Earth				1																																																		20%																																															29																														
642	Chamber of Changes	2	262879	1	Earth				1																																																20%																																																	35																														
643	Circle of Standing Stones	2	262879	1	Earth				1																																																			20%																																														30																														
644	Conjurer's Cave	2	516	3	Earth				1																																															30%																																																		35																														
645	The Statue of the Sitting God	0	16607	2	Earth					1												Order(max 2)																																						20%																																														34																														
646	The Jade Pagoda	2	16607	1	Earth			1	1	1																																																																										1894	808																					32																														
647	The Imperial Quarry	0	214015	1	Earth				1																																																																																																	29																														
648	Dolmen	1	17119	1	Earth				1																																																																																																	30																														
649	Forest of Golden Leaves	2	16386	0	Earth	1			1			1																																																																																														31																														
650	The Vaults Beneath	2	16607	3	Earth				1							250																																																																																										35																														
651	The Deepest Mine	2	16900	2	Earth				4																																																																																																	35																														
652	The Sun Below	2	16904	4	Earth	4																																																																																																				35	26	2672																												
653	Endless Caverns	2	516	2	Earth			1	1																																																																																																	35																														
654	Glowing Caverns	2	516	2	Earth			1				1	1																																																																																													35																														
655	The Mosaic Desert	2	16392	2	Earth	1	1		1				1																																																																							2245																						30																														
656	Villa of Ever Changing Fresques	2	16400	2	Earth	1	1		1	1		1	1																																																																																													32																														
657	Bear Mountain	2	16388	0	Earth				2																																																																																																	29																														
658	The Cliff of Seven Directions	2	16388	3	Earth				1	1												Magic(max 2)																																																																																				34																														
659	Enchanted Tower	0	262367	1	Earth				1																																																																																																	32																														
660	Earthroot Tower	1	223	1	Earth				1																																																																																																	32																														
661	Sulphur Cliffs	1	8	2	Earth	1			1																																																																																																	30																														
662	Snowcap Mountain	1	4	2	Earth			1	1																																																																																																	29																														
663	Thundertop Mountain	1	4	2	Earth		1		1																																																																																																	29																														
664	Meteorite Cliffs	1	223	2	Earth				1	1																																																																																																29																														
665	Iron Tomb	1	262660	2	Earth				1		1																																																																																															34																														
666	Rock Forest	1	2	2	Earth				1			1																																																																																														31																														
667	Ctonian Gate	2	735	2	Earth				3																																																																																																	33																														
668	Ravine of Perpetual Echoes	2	4	3	Earth				1				1																																																																																													33																														
669	Deep Crevasse	0	255	1	Earth				1																																																																																																	33																														
670	Mud Field	0	223	1	Earth				1																																																																																																	30																														
671	Quicksand	0	223	1	Earth				1																																																																																																	30																														
672	Stone Tree Grove	1	18	2	Earth				1																																																																																																	31																														
673	Flooded Mines	2	215	1	Earth				1		1																																																																																															28																														
674	Underworld Entrance	2	223	3	Earth				2							30																																																																																										33																														
675	Abyss	2	255	1	Earth				1																																																																																																	35																														
676	Heart of the Mountain	2	16388	3	Earth				2																																	E	3																																																															35																														
677	Basilisk Cave	2	223	2	Earth				1																																																20%																																																	35																														
678	Rune of Earth	1	255	2	Earth																																					E	2																																																															34																														
679	Cavern of Marble Spheres	2	16900	3	Earth				1	2																																																																																																28																														
680	Halls of the Mountain King	5	16388	4	Earth				1																																																																																																	35										75																				
